Mes;Provincia;Municipio;Habitantes2021;Paro.Agricultura;Paro.Industria;Paro.Construcción;Paro.Servicios;ParoTotal;ParoMayoritario;Porcentaje_Paro_Municipio
10;Alicante/Alacant;Lorcha/Orxa, l';584;1;9;2;20;32;Servicios;5,48
11;Alicante/Alacant;Lorcha/Orxa, l';584;2;9;2;18;31;Servicios;5,31
12;Alicante/Alacant;Lorcha/Orxa, l';584;2;10;2;16;30;Servicios;5,14
1;Alicante/Alacant;Millena;242;1;3;0;5;9;Servicios;3,72
2;Alicante/Alacant;Millena;242;1;2;0;4;7;Servicios;2,89
3;Alicante/Alacant;Millena;242;1;2;0;4;7;Servicios;2,89
4;Alicante/Alacant;Millena;242;1;2;0;6;9;Servicios;3,72
5;Alicante/Alacant;Millena;242;1;2;0;12;15;Servicios;6,2
6;Alicante/Alacant;Millena;242;1;2;0;13;16;Servicios;6,61
7;Alicante/Alacant;Millena;242;1;2;0;13;16;Servicios;6,61
8;Alicante/Alacant;Millena;242;1;2;0;13;16;Servicios;6,61
9;Alicante/Alacant;Millena;242;1;3;0;12;16;Servicios;6,61
10;Alicante/Alacant;Millena;242;1;3;0;8;12;Servicios;4,96
11;Alicante/Alacant;Millena;242;1;3;0;6;10;Servicios;4,13
12;Alicante/Alacant;Millena;242;0;3;0;5;8;Servicios;3,31
1;Alicante/Alacant;Monforte del Cid;8500;248;84;58;274;709;Servicios;8,34
2;Alicante/Alacant;Monforte del Cid;8500;238;82;59;280;706;Servicios;8,31
3;Alicante/Alacant;Monforte del Cid;8500;227;80;58;265;677;Servicios;7,96
4;Alicante/Alacant;Monforte del Cid;8500;235;77;60;268;688;Servicios;8,09
5;Alicante/Alacant;Monforte del Cid;8500;207;70;62;250;636;Servicios;7,48
6;Alicante/Alacant;Monforte del Cid;8500;212;73;60;254;651;Servicios;7,66
7;Alicante/Alacant;Monforte del Cid;8500;198;70;62;253;637;Servicios;7,49
8;Alicante/Alacant;Monforte del Cid;8500;174;70;58;255;608;Servicios;7,15
9;Alicante/Alacant;Monforte del Cid;8500;159;70;53;243;576;Servicios;6,78
10;Alicante/Alacant;Monforte del Cid;8500;157;76;54;242;582;Servicios;6,85
11;Alicante/Alacant;Monforte del Cid;8500;169;67;56;241;581;Servicios;6,84
12;Alicante/Alacant;Monforte del Cid;8500;172;62;57;240;573;Servicios;6,74
1;Alicante/Alacant;Monóvar/Monòver;12188;89;477;101;690;1454;Servicios;11,93
2;Alicante/Alacant;Monóvar/Monòver;12188;80;468;98;702;1450;Servicios;11,9
3;Alicante/Alacant;Monóvar/Monòver;12188;85;468;98;683;1437;Servicios;11,79
4;Alicante/Alacant;Monóvar/Monòver;12188;87;479;91;677;1442;Servicios;11,83
5;Alicante/Alacant;Monóvar/Monòver;12188;76;459;99;665;1406;Servicios;11,54
6;Alicante/Alacant;Monóvar/Monòver;12188;77;445;93;649;1370;Servicios;11,24
7;Alicante/Alacant;Monóvar/Monòver;12188;79;445;91;665;1382;Servicios;11,34
8;Alicante/Alacant;Monóvar/Monòver;12188;76;464;90;678;1411;Servicios;11,58
9;Alicante/Alacant;Monóvar/Monòver;12188;66;446;92;639;1347;Servicios;11,05
10;Alicante/Alacant;Monóvar/Monòver;12188;71;431;94;638;1336;Servicios;10,96
11;Alicante/Alacant;Monóvar/Monòver;12188;63;414;86;607;1258;Servicios;10,32
12;Alicante/Alacant;Monóvar/Monòver;12188;64;405;83;602;1229;Servicios;10,08
1;Alicante/Alacant;Montesinos, Los;5123;19;23;54;302;410;Servicios;8
2;Alicante/Alacant;Montesinos, Los;5123;16;20;54;317;419;Servicios;8,18
3;Alicante/Alacant;Montesinos, Los;5123;16;19;47;308;402;Servicios;7,85
4;Alicante/Alacant;Montesinos, Los;5123;16;18;52;306;404;Servicios;7,89
5;Alicante/Alacant;Montesinos, Los;5123;15;16;50;293;386;Servicios;7,53
6;Alicante/Alacant;Montesinos, Los;5123;11;17;44;273;357;Servicios;6,97
7;Alicante/Alacant;Montesinos, Los;5123;19;18;45;267;359;Servicios;7,01
8;Alicante/Alacant;Montesinos, Los;5123;18;20;47;273;369;Servicios;7,2
9;Alicante/Alacant;Montesinos, Los;5123;19;16;39;282;365;Servicios;7,12
10;Alicante/Alacant;Montesinos, Los;5123;19;16;40;283;367;Servicios;7,16
11;Alicante/Alacant;Montesinos, Los;5123;19;17;40;280;363;Servicios;7,09
12;Alicante/Alacant;Montesinos, Los;5123;18;18;40;269;352;Servicios;6,87
1;Alicante/Alacant;Murla;549;0;3;2;18;24;Servicios;4,37
2;Alicante/Alacant;Murla;549;0;3;2;19;25;Servicios;4,55
3;Alicante/Alacant;Murla;549;0;3;2;18;24;Servicios;4,37
4;Alicante/Alacant;Murla;549;0;2;3;20;26;Servicios;4,74
5;Alicante/Alacant;Murla;549;0;2;2;18;23;Servicios;4,19
6;Alicante/Alacant;Murla;549;0;2;2;25;30;Servicios;5,46
7;Alicante/Alacant;Murla;549;0;2;2;25;30;Servicios;5,46
8;Alicante/Alacant;Murla;549;0;3;2;27;33;Servicios;6,01
9;Alicante/Alacant;Murla;549;0;3;1;25;30;Servicios;5,46
10;Alicante/Alacant;Murla;549;0;3;2;25;31;Servicios;5,65
11;Alicante/Alacant;Murla;549;0;2;2;17;22;Servicios;4,01
12;Alicante/Alacant;Murla;549;0;2;2;15;20;Servicios;3,64
1;Alicante/Alacant;Muro de Alcoy;9326;16;177;50;423;709;Servicios;7,6
2;Alicante/Alacant;Muro de Alcoy;9326;17;178;48;436;721;Servicios;7,73
3;Alicante/Alacant;Muro de Alcoy;9326;17;166;43;431;699;Servicios;7,5
4;Alicante/Alacant;Muro de Alcoy;9326;18;170;46;441;715;Servicios;7,67
5;Alicante/Alacant;Muro de Alcoy;9326;17;162;45;438;703;Servicios;7,54
6;Alicante/Alacant;Muro de Alcoy;9326;21;165;44;451;723;Servicios;7,75
7;Alicante/Alacant;Muro de Alcoy;9326;21;164;43;454;725;Servicios;7,77
8;Alicante/Alacant;Muro de Alcoy;9326;20;172;46;459;739;Servicios;7,92
9;Alicante/Alacant;Muro de Alcoy;9326;18;171;44;431;704;Servicios;7,55
10;Alicante/Alacant;Muro de Alcoy;9326;17;166;40;432;693;Servicios;7,43
11;Alicante/Alacant;Muro de Alcoy;9326;18;162;39;402;656;Servicios;7,03
12;Alicante/Alacant;Muro de Alcoy;9326;15;156;38;396;639;Servicios;6,85
1;Alicante/Alacant;Mutxamel;25679;45;159;199;1442;1959;Servicios;7,63
2;Alicante/Alacant;Mutxamel;25679;43;151;189;1493;1988;Servicios;7,74
3;Alicante/Alacant;Mutxamel;25679;41;152;186;1468;1957;Servicios;7,62
4;Alicante/Alacant;Mutxamel;25679;39;156;187;1448;1943;Servicios;7,57
5;Alicante/Alacant;Mutxamel;25679;36;155;182;1400;1886;Servicios;7,34
6;Alicante/Alacant;Mutxamel;25679;38;147;187;1333;1823;Servicios;7,1
7;Alicante/Alacant;Mutxamel;25679;43;132;184;1335;1811;Servicios;7,05
8;Alicante/Alacant;Mutxamel;25679;38;130;185;1330;1797;Servicios;7
9;Alicante/Alacant;Mutxamel;25679;40;128;182;1321;1786;Servicios;6,96
10;Alicante/Alacant;Mutxamel;25679;42;127;176;1330;1792;Servicios;6,98
11;Alicante/Alacant;Mutxamel;25679;37;125;168;1253;1688;Servicios;6,57
12;Alicante/Alacant;Mutxamel;25679;40;138;168;1195;1629;Servicios;6,34
1;Alicante/Alacant;Novelda;25611;601;541;215;1177;2763;Servicios;10,79
2;Alicante/Alacant;Novelda;25611;571;544;211;1187;2741;Servicios;10,7
3;Alicante/Alacant;Novelda;25611;562;538;196;1167;2692;Servicios;10,51
4;Alicante/Alacant;Novelda;25611;564;518;193;1167;2673;Servicios;10,44
5;Alicante/Alacant;Novelda;25611;526;494;193;1120;2563;Servicios;10,01
6;Alicante/Alacant;Novelda;25611;521;490;186;1123;2556;Servicios;9,98
7;Alicante/Alacant;Novelda;25611;523;484;198;1146;2594;Servicios;10,13
8;Alicante/Alacant;Novelda;25611;521;501;213;1154;2633;Servicios;10,28
9;Alicante/Alacant;Novelda;25611;462;494;193;1101;2486;Servicios;9,71
10;Alicante/Alacant;Novelda;25611;415;488;193;1133;2472;Servicios;9,65
11;Alicante/Alacant;Novelda;25611;402;465;183;1073;2353;Servicios;9,19
12;Alicante/Alacant;Novelda;25611;427;454;193;1026;2303;Servicios;8,99
1;Alicante/Alacant;Nucia, la;18108;38;45;120;1362;1615;Servicios;8,92
2;Alicante/Alacant;Nucia, la;18108;40;48;121;1392;1649;Servicios;9,11
3;Alicante/Alacant;Nucia, la;18108;40;45;116;1352;1602;Servicios;8,85
4;Alicante/Alacant;Nucia, la;18108;30;42;118;1291;1529;Servicios;8,44
5;Alicante/Alacant;Nucia, la;18108;36;43;108;1225;1457;Servicios;8,05
6;Alicante/Alacant;Nucia, la;18108;34;37;105;1090;1309;Servicios;7,23
7;Alicante/Alacant;Nucia, la;18108;30;35;112;1004;1220;Servicios;6,74
8;Alicante/Alacant;Nucia, la;18108;25;37;115;985;1199;Servicios;6,62
9;Alicante/Alacant;Nucia, la;18108;23;38;111;1015;1224;Servicios;6,76
10;Alicante/Alacant;Nucia, la;18108;22;39;109;1059;1268;Servicios;7
11;Alicante/Alacant;Nucia, la;18108;20;35;99;1024;1211;Servicios;6,69
12;Alicante/Alacant;Nucia, la;18108;16;33;96;1008;1179;Servicios;6,51
1;Alicante/Alacant;Ondara;7080;6;36;83;512;669;Servicios;9,45
2;Alicante/Alacant;Ondara;7080;8;36;79;533;685;Servicios;9,68
3;Alicante/Alacant;Ondara;7080;7;35;83;516;671;Servicios;9,48
4;Alicante/Alacant;Ondara;7080;8;36;80;511;663;Servicios;9,36
5;Alicante/Alacant;Ondara;7080;9;36;77;488;641;Servicios;9,05
6;Alicante/Alacant;Ondara;7080;7;39;79;456;612;Servicios;8,64
7;Alicante/Alacant;Ondara;7080;8;35;79;437;585;Servicios;8,26
8;Alicante/Alacant;Ondara;7080;9;35;85;430;586;Servicios;8,28
9;Alicante/Alacant;Ondara;7080;8;40;87;449;610;Servicios;8,62
10;Alicante/Alacant;Ondara;7080;7;38;90;463;622;Servicios;8,79
11;Alicante/Alacant;Ondara;7080;8;38;82;451;605;Servicios;8,55
12;Alicante/Alacant;Ondara;7080;8;36;73;423;565;Servicios;7,98
1;Alicante/Alacant;Onil;7569;12;290;37;276;667;Industria;8,81
2;Alicante/Alacant;Onil;7569;13;272;33;274;644;Servicios;8,51
3;Alicante/Alacant;Onil;7569;12;252;34;271;623;Servicios;8,23
4;Alicante/Alacant;Onil;7569;11;259;33;272;628;Servicios;8,3
5;Alicante/Alacant;Onil;7569;10;254;29;259;605;Servicios;7,99
6;Alicante/Alacant;Onil;7569;12;250;28;254;597;Servicios;7,89
7;Alicante/Alacant;Onil;7569;10;239;31;280;615;Servicios;8,13
8;Alicante/Alacant;Onil;7569;11;257;34;279;638;Servicios;8,43
9;Alicante/Alacant;Onil;7569;11;246;35;280;629;Servicios;8,31
10;Alicante/Alacant;Onil;7569;15;231;33;265;603;Servicios;7,97
11;Alicante/Alacant;Onil;7569;12;212;29;249;553;Servicios;7,31
12;Alicante/Alacant;Onil;7569;13;242;25;251;577;Servicios;7,62
1;Alicante/Alacant;Orba;2233;2;3;8;106;123;Servicios;5,51
2;Alicante/Alacant;Orba;2233;1;5;7;107;124;Servicios;5,55
3;Alicante/Alacant;Orba;2233;1;5;7;105;122;Servicios;5,46
4;Alicante/Alacant;Orba;2233;1;6;8;105;124;Servicios;5,55
5;Alicante/Alacant;Orba;2233;2;6;6;102;121;Servicios;5,42
6;Alicante/Alacant;Orba;2233;2;5;6;112;130;Servicios;5,82
7;Alicante/Alacant;Orba;2233;2;6;6;117;135;Servicios;6,05
8;Alicante/Alacant;Orba;2233;2;4;5;115;130;Servicios;5,82
9;Alicante/Alacant;Orba;2233;2;3;4;111;124;Servicios;5,55
10;Alicante/Alacant;Orba;2233;2;3;3;107;121;Servicios;5,42
11;Alicante/Alacant;Orba;2233;2;3;3;97;110;Servicios;4,93
12;Alicante/Alacant;Orba;2233;2;2;2;90;100;Servicios;4,48
1;Alicante/Alacant;Orihuela;78940;409;614;784;4002;6235;Servicios;7,9
2;Alicante/Alacant;Orihuela;78940;399;636;772;4123;6361;Servicios;8,06
3;Alicante/Alacant;Orihuela;78940;396;635;761;4008;6234;Servicios;7,9
4;Alicante/Alacant;Orihuela;78940;386;631;746;3995;6195;Servicios;7,85
5;Alicante/Alacant;Orihuela;78940;384;626;724;3901;6067;Servicios;7,69
6;Alicante/Alacant;Orihuela;78940;396;598;714;3789;5923;Servicios;7,5
7;Alicante/Alacant;Orihuela;78940;456;588;704;3788;5968;Servicios;7,56
8;Alicante/Alacant;Orihuela;78940;439;604;755;3822;6065;Servicios;7,68
9;Alicante/Alacant;Orihuela;78940;421;576;721;3792;5973;Servicios;7,57
10;Alicante/Alacant;Orihuela;78940;425;570;693;3799;5954;Servicios;7,54
11;Alicante/Alacant;Orihuela;78940;386;533;672;3544;5551;Servicios;7,03
12;Alicante/Alacant;Orihuela;78940;355;520;669;3361;5263;Servicios;6,67
1;Alicante/Alacant;Orxeta;787;0;5;9;56;71;Servicios;9,02
2;Alicante/Alacant;Orxeta;787;0;5;9;57;72;Servicios;9,15
3;Alicante/Alacant;Orxeta;787;0;5;8;60;74;Servicios;9,4
4;Alicante/Alacant;Orxeta;787;0;3;7;61;72;Servicios;9,15
5;Alicante/Alacant;Orxeta;787;0;2;7;60;70;Servicios;8,89
6;Alicante/Alacant;Orxeta;787;0;2;7;56;66;Servicios;8,39
7;Alicante/Alacant;Orxeta;787;0;2;7;61;71;Servicios;9,02
8;Alicante/Alacant;Orxeta;787;0;4;8;57;70;Servicios;8,89
9;Alicante/Alacant;Orxeta;787;0;5;8;57;72;Servicios;9,15
10;Alicante/Alacant;Orxeta;787;0;5;8;58;73;Servicios;9,28
11;Alicante/Alacant;Orxeta;787;0;3;7;59;71;Servicios;9,02
12;Alicante/Alacant;Orxeta;787;0;2;6;58;67;Servicios;8,51
1;Alicante/Alacant;Parcent;983;0;1;7;44;54;Servicios;5,49
2;Alicante/Alacant;Parcent;983;0;1;6;43;52;Servicios;5,29
3;Alicante/Alacant;Parcent;983;0;1;6;39;48;Servicios;4,88
4;Alicante/Alacant;Parcent;983;0;2;6;42;52;Servicios;5,29
5;Alicante/Alacant;Parcent;983;0;2;6;41;52;Servicios;5,29
6;Alicante/Alacant;Parcent;983;0;1;6;39;48;Servicios;4,88
7;Alicante/Alacant;Parcent;983;0;1;6;40;50;Servicios;5,09
8;Alicante/Alacant;Parcent;983;0;1;6;39;50;Servicios;5,09
9;Alicante/Alacant;Parcent;983;0;1;6;38;49;Servicios;4,98
10;Alicante/Alacant;Parcent;983;0;1;6;36;47;Servicios;4,78
11;Alicante/Alacant;Parcent;983;0;1;6;40;49;Servicios;4,98
12;Alicante/Alacant;Parcent;983;0;2;5;40;50;Servicios;5,09
1;Alicante/Alacant;Pedreguer;8006;8;51;50;498;649;Servicios;8,11
2;Alicante/Alacant;Pedreguer;8006;8;51;55;505;660;Servicios;8,24
3;Alicante/Alacant;Pedreguer;8006;9;50;53;480;635;Servicios;7,93
4;Alicante/Alacant;Pedreguer;8006;9;50;55;471;626;Servicios;7,82
5;Alicante/Alacant;Pedreguer;8006;9;50;51;445;593;Servicios;7,41
6;Alicante/Alacant;Pedreguer;8006;9;48;49;431;572;Servicios;7,14
7;Alicante/Alacant;Pedreguer;8006;11;46;50;408;549;Servicios;6,86
8;Alicante/Alacant;Pedreguer;8006;10;50;55;416;564;Servicios;7,04
9;Alicante/Alacant;Pedreguer;8006;10;49;56;419;568;Servicios;7,09
10;Alicante/Alacant;Pedreguer;8006;8;50;55;435;581;Servicios;7,26
11;Alicante/Alacant;Pedreguer;8006;8;45;48;420;550;Servicios;6,87
12;Alicante/Alacant;Pedreguer;8006;7;47;44;411;532;Servicios;6,65
1;Alicante/Alacant;Pego;10240;47;51;68;467;674;Servicios;6,58
2;Alicante/Alacant;Pego;10240;49;46;70;481;686;Servicios;6,7
3;Alicante/Alacant;Pego;10240;53;43;68;465;670;Servicios;6,54
4;Alicante/Alacant;Pego;10240;51;47;71;467;674;Servicios;6,58
5;Alicante/Alacant;Pego;10240;63;52;77;479;706;Servicios;6,89
6;Alicante/Alacant;Pego;10240;61;46;70;480;693;Servicios;6,77
7;Alicante/Alacant;Pego;10240;56;44;69;490;693;Servicios;6,77
8;Alicante/Alacant;Pego;10240;49;50;84;489;704;Servicios;6,88
9;Alicante/Alacant;Pego;10240;48;45;76;487;690;Servicios;6,74
10;Alicante/Alacant;Pego;10240;47;44;77;476;678;Servicios;6,62
11;Alicante/Alacant;Pego;10240;42;41;71;437;622;Servicios;6,07
12;Alicante/Alacant;Pego;10240;38;42;68;409;587;Servicios;5,73
1;Alicante/Alacant;Penàguila;275;2;0;2;12;17;Servicios;6,18
2;Alicante/Alacant;Penàguila;275;2;0;2;11;16;Servicios;5,82
3;Alicante/Alacant;Penàguila;275;2;0;2;11;16;Servicios;5,82
4;Alicante/Alacant;Penàguila;275;2;0;2;11;16;Servicios;5,82
5;Alicante/Alacant;Penàguila;275;2;0;0;10;13;Servicios;4,73
6;Alicante/Alacant;Penàguila;275;1;0;0;16;18;Servicios;6,55
7;Alicante/Alacant;Penàguila;275;1;1;0;16;19;Servicios;6,91
8;Alicante/Alacant;Penàguila;275;2;1;0;17;20;Servicios;7,27
9;Alicante/Alacant;Penàguila;275;2;2;0;17;21;Servicios;7,64
10;Alicante/Alacant;Penàguila;275;2;1;0;15;19;Servicios;6,91
11;Alicante/Alacant;Penàguila;275;2;1;1;15;20;Servicios;7,27
12;Alicante/Alacant;Penàguila;275;1;1;0;11;13;Servicios;4,73
1;Alicante/Alacant;Petrer;34009;89;1483;229;2020;4099;Servicios;12,05
2;Alicante/Alacant;Petrer;34009;90;1475;231;2045;4123;Servicios;12,12
3;Alicante/Alacant;Petrer;34009;88;1463;225;2023;4085;Servicios;12,01
4;Alicante/Alacant;Petrer;34009;85;1467;218;2041;4103;Servicios;12,06
5;Alicante/Alacant;Petrer;34009;75;1429;218;2003;4014;Servicios;11,8
6;Alicante/Alacant;Petrer;34009;78;1399;215;2009;3986;Servicios;11,72
7;Alicante/Alacant;Petrer;34009;72;1387;216;2032;3986;Servicios;11,72
8;Alicante/Alacant;Petrer;34009;77;1435;236;2071;4102;Servicios;12,06
9;Alicante/Alacant;Petrer;34009;78;1382;227;2010;3982;Servicios;11,71
10;Alicante/Alacant;Petrer;34009;73;1324;240;2006;3928;Servicios;11,55
11;Alicante/Alacant;Petrer;34009;72;1238;220;1896;3685;Servicios;10,84
12;Alicante/Alacant;Petrer;34009;68;1185;217;1803;3487;Servicios;10,25
1;Alicante/Alacant;Pilar de la Horadada;22597;159;68;160;1025;1471;Servicios;6,51
2;Alicante/Alacant;Pilar de la Horadada;22597;161;69;163;1043;1494;Servicios;6,61
3;Alicante/Alacant;Pilar de la Horadada;22597;149;69;157;1013;1445;Servicios;6,39
4;Alicante/Alacant;Pilar de la Horadada;22597;145;65;148;975;1387;Servicios;6,14
5;Alicante/Alacant;Pilar de la Horadada;22597;145;57;142;895;1289;Servicios;5,7
6;Alicante/Alacant;Pilar de la Horadada;22597;159;57;149;820;1235;Servicios;5,47
7;Alicante/Alacant;Pilar de la Horadada;22597;160;56;155;766;1185;Servicios;5,24
8;Alicante/Alacant;Pilar de la Horadada;22597;197;59;159;841;1302;Servicios;5,76
9;Alicante/Alacant;Pilar de la Horadada;22597;205;65;157;935;1407;Servicios;6,23
10;Alicante/Alacant;Pilar de la Horadada;22597;190;69;155;965;1424;Servicios;6,3
11;Alicante/Alacant;Pilar de la Horadada;22597;158;71;134;914;1321;Servicios;5,85
12;Alicante/Alacant;Pilar de la Horadada;22597;144;70;130;858;1232;Servicios;5,45
1;Alicante/Alacant;Pinós, el/Pinoso;8142;99;174;35;288;668;Servicios;8,2
2;Alicante/Alacant;Pinós, el/Pinoso;8142;99;174;36;307;689;Servicios;8,46
3;Alicante/Alacant;Pinós, el/Pinoso;8142;94;179;37;291;678;Servicios;8,33
4;Alicante/Alacant;Pinós, el/Pinoso;8142;88;181;36;283;664;Servicios;8,16
5;Alicante/Alacant;Pinós, el/Pinoso;8142;77;171;29;276;628;Servicios;7,71
6;Alicante/Alacant;Pinós, el/Pinoso;8142;74;162;27;266;607;Servicios;7,46
7;Alicante/Alacant;Pinós, el/Pinoso;8142;81;158;32;270;621;Servicios;7,63
8;Alicante/Alacant;Pinós, el/Pinoso;8142;72;167;33;283;639;Servicios;7,85
9;Alicante/Alacant;Pinós, el/Pinoso;8142;74;151;33;268;607;Servicios;7,46
10;Alicante/Alacant;Pinós, el/Pinoso;8142;80;154;35;286;638;Servicios;7,84
11;Alicante/Alacant;Pinós, el/Pinoso;8142;70;137;31;261;573;Servicios;7,04
12;Alicante/Alacant;Pinós, el/Pinoso;8142;66;141;36;251;561;Servicios;6,89
1;Alicante/Alacant;Planes;693;6;7;5;23;42;Servicios;6,06
2;Alicante/Alacant;Planes;693;6;7;7;23;44;Servicios;6,35
3;Alicante/Alacant;Planes;693;4;8;6;21;40;Servicios;5,77
4;Alicante/Alacant;Planes;693;4;8;7;23;43;Servicios;6,2
5;Alicante/Alacant;Planes;693;3;8;6;21;39;Servicios;5,63
6;Alicante/Alacant;Planes;693;4;8;7;24;44;Servicios;6,35
7;Alicante/Alacant;Planes;693;4;7;7;23;42;Servicios;6,06
8;Alicante/Alacant;Planes;693;5;8;7;25;46;Servicios;6,64
9;Alicante/Alacant;Planes;693;4;8;7;25;45;Servicios;6,49
10;Alicante/Alacant;Planes;693;5;6;6;22;40;Servicios;5,77
11;Alicante/Alacant;Planes;693;5;6;6;20;38;Servicios;5,48
12;Alicante/Alacant;Planes;693;3;6;7;17;34;Servicios;4,91
1;Alicante/Alacant;Poblets, els;2721;1;5;15;102;129;Servicios;4,74
2;Alicante/Alacant;Poblets, els;2721;1;6;14;105;131;Servicios;4,81
3;Alicante/Alacant;Poblets, els;2721;1;6;15;106;134;Servicios;4,92
4;Alicante/Alacant;Poblets, els;2721;1;7;14;103;132;Servicios;4,85
5;Alicante/Alacant;Poblets, els;2721;0;7;14;94;122;Servicios;4,48
6;Alicante/Alacant;Poblets, els;2721;0;7;15;82;111;Servicios;4,08
7;Alicante/Alacant;Poblets, els;2721;1;6;13;85;112;Servicios;4,12
8;Alicante/Alacant;Poblets, els;2721;1;5;14;86;113;Servicios;4,15
9;Alicante/Alacant;Poblets, els;2721;1;5;13;84;110;Servicios;4,04
10;Alicante/Alacant;Poblets, els;2721;1;5;11;95;120;Servicios;4,41
11;Alicante/Alacant;Poblets, els;2721;1;5;11;94;118;Servicios;4,34
12;Alicante/Alacant;Poblets, els;2721;1;6;12;85;109;Servicios;4,01
1;Alicante/Alacant;Polop;5069;10;13;47;363;444;Servicios;8,76
2;Alicante/Alacant;Polop;5069;8;12;47;376;454;Servicios;8,96
3;Alicante/Alacant;Polop;5069;6;11;47;371;448;Servicios;8,84
4;Alicante/Alacant;Polop;5069;9;12;44;365;442;Servicios;8,72
5;Alicante/Alacant;Polop;5069;12;11;46;350;431;Servicios;8,5
6;Alicante/Alacant;Polop;5069;12;9;44;331;407;Servicios;8,03
7;Alicante/Alacant;Polop;5069;14;9;43;326;403;Servicios;7,95
8;Alicante/Alacant;Polop;5069;11;8;43;300;372;Servicios;7,34
9;Alicante/Alacant;Polop;5069;11;8;41;306;376;Servicios;7,42
10;Alicante/Alacant;Polop;5069;11;8;38;319;386;Servicios;7,61
11;Alicante/Alacant;Polop;5069;8;9;35;321;382;Servicios;7,54
12;Alicante/Alacant;Polop;5069;5;8;34;314;368;Servicios;7,26
1;Alicante/Alacant;Quatretondeta;117;2;0;1;2;5;Agricultura;4,27
2;Alicante/Alacant;Quatretondeta;117;2;0;1;4;7;Servicios;5,98
3;Alicante/Alacant;Quatretondeta;117;2;0;1;3;6;Servicios;5,13
4;Alicante/Alacant;Quatretondeta;117;2;0;1;5;8;Servicios;6,84
5;Alicante/Alacant;Quatretondeta;117;2;0;0;4;6;Servicios;5,13
6;Alicante/Alacant;Quatretondeta;117;2;0;0;7;9;Servicios;7,69
7;Alicante/Alacant;Quatretondeta;117;2;2;0;6;10;Servicios;8,55
8;Alicante/Alacant;Quatretondeta;117;2;2;1;7;12;Servicios;10,26
9;Alicante/Alacant;Quatretondeta;117;2;2;0;9;13;Servicios;11,11
10;Alicante/Alacant;Quatretondeta;117;2;2;0;3;7;Servicios;5,98
11;Alicante/Alacant;Quatretondeta;117;2;1;0;2;5;Agricultura;4,27
12;Alicante/Alacant;Quatretondeta;117;1;1;1;3;6;Servicios;5,13
1;Alicante/Alacant;Rafal;4597;27;53;84;226;440;Servicios;9,57
2;Alicante/Alacant;Rafal;4597;31;50;86;222;436;Servicios;9,48
3;Alicante/Alacant;Rafal;4597;30;53;80;220;431;Servicios;9,38
4;Alicante/Alacant;Rafal;4597;28;54;80;219;428;Servicios;9,31
5;Alicante/Alacant;Rafal;4597;25;53;81;212;418;Servicios;9,09
6;Alicante/Alacant;Rafal;4597;24;52;76;219;419;Servicios;9,11
7;Alicante/Alacant;Rafal;4597;24;50;77;214;413;Servicios;8,98
8;Alicante/Alacant;Rafal;4597;33;59;81;218;438;Servicios;9,53
9;Alicante/Alacant;Rafal;4597;36;48;76;210;418;Servicios;9,09
10;Alicante/Alacant;Rafal;4597;34;46;77;215;421;Servicios;9,16
11;Alicante/Alacant;Rafal;4597;32;46;64;220;404;Servicios;8,79
12;Alicante/Alacant;Rafal;4597;30;44;67;197;369;Servicios;8,03
1;Alicante/Alacant;Ràfol d'Almúnia, El;670;3;0;2;24;30;Servicios;4,48
2;Alicante/Alacant;Ràfol d'Almúnia, El;670;2;0;2;25;31;Servicios;4,63
3;Alicante/Alacant;Ràfol d'Almúnia, El;670;2;0;2;26;32;Servicios;4,78
4;Alicante/Alacant;Ràfol d'Almúnia, El;670;2;0;2;25;31;Servicios;4,63
5;Alicante/Alacant;Ràfol d'Almúnia, El;670;2;0;2;26;32;Servicios;4,78
6;Alicante/Alacant;Ràfol d'Almúnia, El;670;0;0;2;24;28;Servicios;4,18
7;Alicante/Alacant;Ràfol d'Almúnia, El;670;1;0;2;21;26;Servicios;3,88
8;Alicante/Alacant;Ràfol d'Almúnia, El;670;0;0;3;20;24;Servicios;3,58
9;Alicante/Alacant;Ràfol d'Almúnia, El;670;0;0;2;25;28;Servicios;4,18
10;Alicante/Alacant;Ràfol d'Almúnia, El;670;0;0;2;28;31;Servicios;4,63
11;Alicante/Alacant;Ràfol d'Almúnia, El;670;0;0;2;29;32;Servicios;4,78
12;Alicante/Alacant;Ràfol d'Almúnia, El;670;0;0;2;29;31;Servicios;4,63
1;Alicante/Alacant;Redován;8058;52;124;134;475;862;Servicios;10,7
2;Alicante/Alacant;Redován;8058;54;119;125;486;860;Servicios;10,67
3;Alicante/Alacant;Redován;8058;53;120;116;478;844;Servicios;10,47
4;Alicante/Alacant;Redován;8058;55;121;118;468;840;Servicios;10,42
5;Alicante/Alacant;Redován;8058;52;118;116;470;829;Servicios;10,29
6;Alicante/Alacant;Redován;8058;54;114;116;472;833;Servicios;10,34
7;Alicante/Alacant;Redován;8058;58;111;105;480;830;Servicios;10,3
8;Alicante/Alacant;Redován;8058;51;123;116;486;851;Servicios;10,56
9;Alicante/Alacant;Redován;8058;52;109;112;489;837;Servicios;10,39
10;Alicante/Alacant;Redován;8058;53;116;104;476;827;Servicios;10,26
11;Alicante/Alacant;Redován;8058;49;110;94;462;786;Servicios;9,75
12;Alicante/Alacant;Redován;8058;42;107;99;446;755;Servicios;9,37
