Mes;Provincia;Municipio;Habitantes2021;Paro.Agricultura;Paro.Industria;Paro.Construcción;Paro.Servicios;ParoTotal;ParoMayoritario;Porcentaje_Paro_Municipio
9;Murcia;Moratalla;7797;64;143;30;383;662;Servicios;8,49
10;Murcia;Moratalla;7797;59;140;27;386;648;Servicios;8,31
11;Murcia;Moratalla;7797;60;126;29;388;637;Servicios;8,17
12;Murcia;Moratalla;7797;49;118;31;405;635;Servicios;8,14
1;Murcia;Mula;17074;202;142;119;656;1212;Servicios;7,1
2;Murcia;Mula;17074;204;142;102;658;1200;Servicios;7,03
3;Murcia;Mula;17074;193;137;104;633;1168;Servicios;6,84
4;Murcia;Mula;17074;162;120;101;616;1097;Servicios;6,42
5;Murcia;Mula;17074;148;115;90;560;998;Servicios;5,85
6;Murcia;Mula;17074;177;111;89;573;1041;Servicios;6,1
7;Murcia;Mula;17074;223;104;91;587;1079;Servicios;6,32
8;Murcia;Mula;17074;203;100;93;552;1013;Servicios;5,93
9;Murcia;Mula;17074;177;83;73;515;898;Servicios;5,26
10;Murcia;Mula;17074;171;87;81;549;945;Servicios;5,53
11;Murcia;Mula;17074;188;91;80;560;979;Servicios;5,73
12;Murcia;Mula;17074;152;94;98;558;960;Servicios;5,62
1;Murcia;Murcia;460349;1256;3148;2924;26514;37524;Servicios;8,15
2;Murcia;Murcia;460349;1250;3162;2916;26947;37972;Servicios;8,25
3;Murcia;Murcia;460349;1234;3107;2900;26376;37335;Servicios;8,11
4;Murcia;Murcia;460349;1139;3030;2873;25768;36575;Servicios;7,95
5;Murcia;Murcia;460349;1067;2953;2829;24849;35300;Servicios;7,67
6;Murcia;Murcia;460349;1129;2910;2784;24817;35362;Servicios;7,68
7;Murcia;Murcia;460349;1113;2772;2648;23289;33074;Servicios;7,18
8;Murcia;Murcia;460349;1003;2698;2605;22302;31363;Servicios;6,81
9;Murcia;Murcia;460349;831;2524;2372;20438;28517;Servicios;6,19
10;Murcia;Murcia;460349;888;2500;2406;20975;29323;Servicios;6,37
11;Murcia;Murcia;460349;1017;2433;2348;20337;28760;Servicios;6,25
12;Murcia;Murcia;460349;938;2439;2347;19649;27883;Servicios;6,06
1;Murcia;Ojós;495;2;7;2;37;50;Servicios;10,1
2;Murcia;Ojós;495;2;6;4;38;54;Servicios;10,91
3;Murcia;Ojós;495;2;5;3;36;50;Servicios;10,1
4;Murcia;Ojós;495;2;5;3;30;44;Servicios;8,89
5;Murcia;Ojós;495;2;3;4;30;42;Servicios;8,48
6;Murcia;Ojós;495;2;2;2;29;38;Servicios;7,68
7;Murcia;Ojós;495;3;1;3;29;40;Servicios;8,08
8;Murcia;Ojós;495;4;1;4;31;43;Servicios;8,69
9;Murcia;Ojós;495;5;1;3;31;43;Servicios;8,69
10;Murcia;Ojós;495;3;1;3;23;33;Servicios;6,67
11;Murcia;Ojós;495;3;1;3;15;25;Servicios;5,05
12;Murcia;Ojós;495;2;3;4;16;29;Servicios;5,86
1;Murcia;Pliego;3868;39;18;14;127;212;Servicios;5,48
2;Murcia;Pliego;3868;38;21;15;122;213;Servicios;5,51
3;Murcia;Pliego;3868;34;18;15;129;215;Servicios;5,56
4;Murcia;Pliego;3868;33;17;14;126;208;Servicios;5,38
5;Murcia;Pliego;3868;32;15;14;112;187;Servicios;4,83
6;Murcia;Pliego;3868;39;16;14;116;203;Servicios;5,25
7;Murcia;Pliego;3868;37;15;11;103;181;Servicios;4,68
8;Murcia;Pliego;3868;33;13;19;107;185;Servicios;4,78
9;Murcia;Pliego;3868;33;10;15;105;174;Servicios;4,5
10;Murcia;Pliego;3868;33;13;14;104;177;Servicios;4,58
11;Murcia;Pliego;3868;30;14;13;106;179;Servicios;4,63
12;Murcia;Pliego;3868;32;15;11;99;172;Servicios;4,45
1;Murcia;Puerto Lumbreras;16060;119;58;63;508;802;Servicios;4,99
2;Murcia;Puerto Lumbreras;16060;119;52;67;517;813;Servicios;5,06
3;Murcia;Puerto Lumbreras;16060;114;59;64;504;804;Servicios;5,01
4;Murcia;Puerto Lumbreras;16060;119;62;66;477;787;Servicios;4,9
5;Murcia;Puerto Lumbreras;16060;127;64;64;464;781;Servicios;4,86
6;Murcia;Puerto Lumbreras;16060;154;67;65;462;819;Servicios;5,1
7;Murcia;Puerto Lumbreras;16060;145;67;58;433;768;Servicios;4,78
8;Murcia;Puerto Lumbreras;16060;115;64;55;398;693;Servicios;4,32
9;Murcia;Puerto Lumbreras;16060;136;55;49;377;667;Servicios;4,15
10;Murcia;Puerto Lumbreras;16060;101;61;50;387;648;Servicios;4,03
11;Murcia;Puerto Lumbreras;16060;117;64;50;373;654;Servicios;4,07
12;Murcia;Puerto Lumbreras;16060;97;65;53;386;653;Servicios;4,07
1;Murcia;Ricote;1265;9;4;5;57;80;Servicios;6,32
2;Murcia;Ricote;1265;11;5;5;58;83;Servicios;6,56
3;Murcia;Ricote;1265;12;6;5;61;88;Servicios;6,96
4;Murcia;Ricote;1265;8;6;5;59;82;Servicios;6,48
5;Murcia;Ricote;1265;9;6;5;56;80;Servicios;6,32
6;Murcia;Ricote;1265;12;6;4;60;87;Servicios;6,88
7;Murcia;Ricote;1265;14;7;5;64;97;Servicios;7,67
8;Murcia;Ricote;1265;14;7;3;61;92;Servicios;7,27
9;Murcia;Ricote;1265;10;6;2;58;81;Servicios;6,4
10;Murcia;Ricote;1265;11;5;1;58;80;Servicios;6,32
11;Murcia;Ricote;1265;10;7;2;55;80;Servicios;6,32
12;Murcia;Ricote;1265;10;6;3;48;73;Servicios;5,77
1;Murcia;San Javier;33645;256;141;167;1898;2719;Servicios;8,08
2;Murcia;San Javier;33645;268;148;158;1924;2755;Servicios;8,19
3;Murcia;San Javier;33645;270;137;160;1857;2682;Servicios;7,97
4;Murcia;San Javier;33645;253;139;159;1806;2610;Servicios;7,76
5;Murcia;San Javier;33645;272;128;154;1698;2497;Servicios;7,42
6;Murcia;San Javier;33645;285;121;151;1622;2417;Servicios;7,18
7;Murcia;San Javier;33645;250;104;142;1473;2176;Servicios;6,47
8;Murcia;San Javier;33645;260;97;126;1400;2060;Servicios;6,12
9;Murcia;San Javier;33645;256;87;109;1380;1985;Servicios;5,9
10;Murcia;San Javier;33645;251;102;108;1448;2073;Servicios;6,16
11;Murcia;San Javier;33645;209;106;106;1423;2019;Servicios;6
12;Murcia;San Javier;33645;174;108;109;1361;1932;Servicios;5,74
1;Murcia;San Pedro del Pinatar;26320;229;128;223;1744;2556;Servicios;9,71
2;Murcia;San Pedro del Pinatar;26320;227;126;217;1744;2553;Servicios;9,7
3;Murcia;San Pedro del Pinatar;26320;243;116;210;1699;2514;Servicios;9,55
4;Murcia;San Pedro del Pinatar;26320;229;110;204;1649;2438;Servicios;9,26
5;Murcia;San Pedro del Pinatar;26320;225;104;192;1550;2313;Servicios;8,79
6;Murcia;San Pedro del Pinatar;26320;239;95;192;1484;2250;Servicios;8,55
7;Murcia;San Pedro del Pinatar;26320;220;90;187;1328;2027;Servicios;7,7
8;Murcia;San Pedro del Pinatar;26320;226;88;180;1297;1956;Servicios;7,43
9;Murcia;San Pedro del Pinatar;26320;188;96;164;1314;1907;Servicios;7,25
10;Murcia;San Pedro del Pinatar;26320;187;103;163;1342;1948;Servicios;7,4
11;Murcia;San Pedro del Pinatar;26320;165;106;171;1340;1947;Servicios;7,4
12;Murcia;San Pedro del Pinatar;26320;162;108;172;1245;1846;Servicios;7,01
1;Murcia;Santomera;16154;45;153;66;691;1048;Servicios;6,49
2;Murcia;Santomera;16154;45;159;64;694;1059;Servicios;6,56
3;Murcia;Santomera;16154;41;154;62;675;1034;Servicios;6,4
4;Murcia;Santomera;16154;44;149;63;660;1018;Servicios;6,3
5;Murcia;Santomera;16154;48;133;63;646;994;Servicios;6,15
6;Murcia;Santomera;16154;48;131;64;641;1000;Servicios;6,19
7;Murcia;Santomera;16154;58;123;66;620;979;Servicios;6,06
8;Murcia;Santomera;16154;47;116;67;608;933;Servicios;5,78
9;Murcia;Santomera;16154;36;108;65;558;851;Servicios;5,27
10;Murcia;Santomera;16154;35;109;65;567;861;Servicios;5,33
11;Murcia;Santomera;16154;37;102;60;555;842;Servicios;5,21
12;Murcia;Santomera;16154;29;106;60;520;785;Servicios;4,86
1;Murcia;Torre-Pacheco;37299;427;115;248;1375;2408;Servicios;6,46
2;Murcia;Torre-Pacheco;37299;421;114;220;1388;2389;Servicios;6,4
3;Murcia;Torre-Pacheco;37299;432;115;217;1373;2381;Servicios;6,38
4;Murcia;Torre-Pacheco;37299;420;112;214;1345;2344;Servicios;6,28
5;Murcia;Torre-Pacheco;37299;431;96;196;1291;2255;Servicios;6,05
6;Murcia;Torre-Pacheco;37299;440;96;197;1305;2277;Servicios;6,1
7;Murcia;Torre-Pacheco;37299;409;100;197;1304;2213;Servicios;5,93
8;Murcia;Torre-Pacheco;37299;384;96;209;1269;2117;Servicios;5,68
9;Murcia;Torre-Pacheco;37299;415;85;167;1135;1911;Servicios;5,12
10;Murcia;Torre-Pacheco;37299;380;93;163;1104;1867;Servicios;5,01
11;Murcia;Torre-Pacheco;37299;296;97;162;1061;1749;Servicios;4,69
12;Murcia;Torre-Pacheco;37299;272;93;170;1022;1683;Servicios;4,51
1;Murcia;Torres de Cotillas, Las;21837;80;336;126;1134;1843;Servicios;8,44
2;Murcia;Torres de Cotillas, Las;21837;77;334;125;1130;1834;Servicios;8,4
3;Murcia;Torres de Cotillas, Las;21837;79;320;121;1109;1800;Servicios;8,24
4;Murcia;Torres de Cotillas, Las;21837;76;319;129;1105;1799;Servicios;8,24
5;Murcia;Torres de Cotillas, Las;21837;67;311;131;1048;1719;Servicios;7,87
6;Murcia;Torres de Cotillas, Las;21837;72;297;128;1059;1726;Servicios;7,9
7;Murcia;Torres de Cotillas, Las;21837;75;262;116;973;1585;Servicios;7,26
8;Murcia;Torres de Cotillas, Las;21837;75;249;112;929;1502;Servicios;6,88
9;Murcia;Torres de Cotillas, Las;21837;65;241;104;872;1403;Servicios;6,42
10;Murcia;Torres de Cotillas, Las;21837;66;230;107;888;1413;Servicios;6,47
11;Murcia;Torres de Cotillas, Las;21837;68;226;106;871;1395;Servicios;6,39
12;Murcia;Torres de Cotillas, Las;21837;62;229;104;845;1368;Servicios;6,26
1;Murcia;Totana;32316;420;202;133;953;1828;Servicios;5,66
2;Murcia;Totana;32316;370;205;129;963;1794;Servicios;5,55
3;Murcia;Totana;32316;354;200;128;955;1768;Servicios;5,47
4;Murcia;Totana;32316;324;198;122;946;1723;Servicios;5,33
5;Murcia;Totana;32316;319;188;121;921;1676;Servicios;5,19
6;Murcia;Totana;32316;354;190;121;945;1742;Servicios;5,39
7;Murcia;Totana;32316;265;167;109;847;1497;Servicios;4,63
8;Murcia;Totana;32316;230;151;110;806;1391;Servicios;4,3
9;Murcia;Totana;32316;214;154;100;805;1354;Servicios;4,19
10;Murcia;Totana;32316;224;156;98;796;1360;Servicios;4,21
11;Murcia;Totana;32316;381;171;91;799;1517;Servicios;4,69
12;Murcia;Totana;32316;314;159;98;775;1418;Servicios;4,39
1;Murcia;Ulea;866;7;4;4;39;57;Servicios;6,58
2;Murcia;Ulea;866;7;4;4;37;55;Servicios;6,35
3;Murcia;Ulea;866;6;4;4;38;55;Servicios;6,35
4;Murcia;Ulea;866;6;6;2;34;52;Servicios;6
5;Murcia;Ulea;866;8;3;2;35;52;Servicios;6
6;Murcia;Ulea;866;10;3;2;33;52;Servicios;6
7;Murcia;Ulea;866;11;3;2;37;56;Servicios;6,47
8;Murcia;Ulea;866;11;3;2;32;51;Servicios;5,89
9;Murcia;Ulea;866;12;2;2;26;43;Servicios;4,97
10;Murcia;Ulea;866;12;5;2;23;44;Servicios;5,08
11;Murcia;Ulea;866;10;6;2;21;41;Servicios;4,73
12;Murcia;Ulea;866;8;6;2;23;41;Servicios;4,73
1;Murcia;Unión, La;20536;84;148;260;1691;2435;Servicios;11,86
2;Murcia;Unión, La;20536;88;141;246;1686;2416;Servicios;11,76
3;Murcia;Unión, La;20536;88;148;251;1627;2372;Servicios;11,55
4;Murcia;Unión, La;20536;85;150;236;1598;2328;Servicios;11,34
5;Murcia;Unión, La;20536;84;139;223;1526;2219;Servicios;10,81
6;Murcia;Unión, La;20536;83;123;233;1409;2093;Servicios;10,19
7;Murcia;Unión, La;20536;84;118;215;1244;1858;Servicios;9,05
8;Murcia;Unión, La;20536;80;115;219;1172;1768;Servicios;8,61
9;Murcia;Unión, La;20536;65;99;185;1197;1712;Servicios;8,34
10;Murcia;Unión, La;20536;66;104;180;1288;1818;Servicios;8,85
11;Murcia;Unión, La;20536;66;120;197;1296;1875;Servicios;9,13
12;Murcia;Unión, La;20536;67;125;201;1260;1845;Servicios;8,98
1;Murcia;Villanueva del Río Segura;3268;12;24;8;154;220;Servicios;6,73
2;Murcia;Villanueva del Río Segura;3268;13;26;10;153;222;Servicios;6,79
3;Murcia;Villanueva del Río Segura;3268;14;25;10;152;219;Servicios;6,7
4;Murcia;Villanueva del Río Segura;3268;11;24;9;143;206;Servicios;6,3
5;Murcia;Villanueva del Río Segura;3268;10;24;9;142;205;Servicios;6,27
6;Murcia;Villanueva del Río Segura;3268;12;28;8;141;207;Servicios;6,33
7;Murcia;Villanueva del Río Segura;3268;10;25;5;134;192;Servicios;5,88
8;Murcia;Villanueva del Río Segura;3268;15;24;8;131;193;Servicios;5,91
9;Murcia;Villanueva del Río Segura;3268;14;22;8;125;181;Servicios;5,54
10;Murcia;Villanueva del Río Segura;3268;18;23;8;129;190;Servicios;5,81
11;Murcia;Villanueva del Río Segura;3268;18;23;11;131;196;Servicios;6
12;Murcia;Villanueva del Río Segura;3268;13;23;11;135;194;Servicios;5,94
1;Murcia;Yecla;35083;159;849;94;1397;2909;Servicios;8,29
2;Murcia;Yecla;35083;158;822;90;1403;2886;Servicios;8,23
3;Murcia;Yecla;35083;157;843;87;1369;2868;Servicios;8,17
4;Murcia;Yecla;35083;155;824;80;1351;2819;Servicios;8,04
5;Murcia;Yecla;35083;132;789;79;1281;2683;Servicios;7,65
6;Murcia;Yecla;35083;136;782;72;1249;2648;Servicios;7,55
7;Murcia;Yecla;35083;145;766;68;1182;2532;Servicios;7,22
8;Murcia;Yecla;35083;137;845;59;1184;2558;Servicios;7,29
9;Murcia;Yecla;35083;107;744;54;1150;2354;Servicios;6,71
10;Murcia;Yecla;35083;125;731;60;1171;2397;Servicios;6,83
11;Murcia;Yecla;35083;133;714;60;1160;2375;Servicios;6,77
12;Murcia;Yecla;35083;125;748;62;1116;2341;Servicios;6,67
